,CY_RG5,CY_RG6,CY_RG7,CY_RG8,CY_RG9,LRE_RG1,LRE_RG2,LRE_RG3,LRE_RG4,LRE_RG5
TRINITY_DN22493_c2_g10,124,78,153,118,71,146,137,720,49,98
TRINITY_DN9435_c0_g1,92,30,40,20,27,132,48,318,54,40
TRINITY_DN22207_c1_g11,49,36,21,72,29,59,86,11,22,91
TRINITY_DN20826_c0_g1,64,54,46,64,43,69,66,104,48,53
TRINITY_DN21874_c3_g2,64,41,30,22,32,67,18,16,41,23
TRINITY_DN19016_c0_g1,46,89,34,39,31,44,50,54,81,50
TRINITY_DN9186_c0_g1,993,2073,643,924,368,903,351,50,1496,748
TRINITY_DN1293_c0_g2,193.46,235.59,207,246,199,212.23,370,122,328.62,164
TRINITY_DN22850_c2_g2,27.21,26,13,19.55,17,38,20.65,22.49,32.67,11.67
TRINITY_DN22637_c0_g2,20,22,19,16,12,27,25,62,45.57,19
TRINITY_DN23557_c2_g5,21,33,21,18,25,25,36,10,56,21
TRINITY_DN22003_c1_g14,156,146.89,188,176,119,157.89,157,79,131.87,177.93
TRINITY_DN21462_c0_g2,137,128,81,88,42,171,63,65,86,113
TRINITY_DN22230_c0_g1,150,250,167,205,66,214,190,154,174,206
TRINITY_DN23403_c2_g15,135.36,373.35,122.31,145.33,168.73,178.24,157.32,298.42,1402.65,76.06
TRINITY_DN19626_c0_g1,47,52,43,56,18,76,53,70,30,59
TRINITY_DN17023_c0_g1,152,140,87,177,137,174,355,423,276,160
TRINITY_DN6042_c0_g2,566,852.55,228,359,196,596.93,314,441,1159.87,442
TRINITY_DN18665_c0_g2,219,246,147,245,143,242,257,80,136,257
TRINITY_DN22462_c3_g2,248.89,223.13,189.3,283.2,177.26,253.09,201.45,77,171.71,287.3
TRINITY_DN12360_c0_g1,27,24,24,20,11,27,20,54,24,25
TRINITY_DN21996_c0_g2,358,254,344,496,484,465,632,331,748,233
TRINITY_DN13581_c0_g1,35,47,56,41,31,52,91,63,60,12
TRINITY_DN19970_c2_g2,55,46,26,89,40,114,133,42,64,64
TRINITY_DN16088_c0_g1,317,206,159,378,171,385,262,47,338,232
TRINITY_DN22007_c2_g1,190,155,446,295,168,224,204,314,120,344
TRINITY_DN21082_c0_g1,168,141,107,251,145,209,225,58,241,153
TRINITY_DN17457_c0_g2,113,95,91,60,210,144,130,505,56,64
TRINITY_DN23068_c1_g1,86,101,70,90,32,135,95,353,89,111
TRINITY_DN21329_c0_g2,81,141,100,223,110,110,204,68,184,117
TRINITY_DN17084_c0_g1,261,294,200,436,298,341,274,154,716,240
TRINITY_DN17834_c0_g1,57,37,31,51,31,51,24,47,53,41
TRINITY_DN22022_c0_g1,80,117,61,61,13,83,55,256,76,33
TRINITY_DN21795_c0_g1,157,206,124,165,72,203,147,77,173,132
TRINITY_DN18782_c0_g1,20,29,43,23,24,34,20,20,31,27
TRINITY_DN21708_c0_g7,10051,24095,9438,13802,4225,9832,10360,5934,10752,7216
TRINITY_DN23679_c1_g21,49,56,43,42,31,62,39,185,41,19
TRINITY_DN21307_c0_g1,85,129,82,99,60,99,76,27,80,78
TRINITY_DN23259_c4_g26,1496.55,2052.92,756.63,402.03,507.65,1652.64,1039.66,678.4,668.94,640.21
TRINITY_DN6775_c0_g1,110,125,104,141,118,115,175,178,215,93
TRINITY_DN8121_c0_g1,35,46,39,42,23,44,25,75,55,34
TRINITY_DN18554_c0_g3,162,314,213,211,131,164,162,38,340,172
TRINITY_DN20627_c0_g1,462,371,432,864,492,518,834,459,563,304
TRINITY_DN21213_c0_g1,45,50,43,28,20,50,52,69,57,26
TRINITY_DN23060_c4_g12,24.11,52.02,24.97,27.94,28,19.98,29.79,113.87,46.43,15.01
TRINITY_DN21932_c2_g2,26,41,49,31,13,37,26,123,31,11
TRINITY_DN17333_c0_g1,66,110,54,100,37,70,49,18,209,63
TRINITY_DN10236_c0_g1,180,273,246,376,505,207,1253,808,459,372
TRINITY_DN21076_c0_g2,34.21,23.97,36.5,15.56,12.05,53.52,33.25,12.43,101,28.49
TRINITY_DN14779_c0_g1,108,112,73,145,57,126,143,72,151,98
TRINITY_DN21506_c0_g2,49,96,22,67,34,65,93,100,86,47
TRINITY_DN17502_c0_g1,131.1,166.89,126,223,210.28,160.59,228.75,84.26,185.01,216
TRINITY_DN20392_c1_g1,264,307,189,355,190,297,429,421,350,330
TRINITY_DN20189_c0_g1,45,78,45,54,35,79,53,35,102,71
TRINITY_DN10642_c0_g1,25,59.94,63,64.91,40,51.88,60,187.51,68,44
TRINITY_DN14938_c0_g1,94,103,55,79,43,99,37,11,71,97
TRINITY_DN17501_c0_g1,44,61,33,15,10,57,24,10,60,21
TRINITY_DN17321_c0_g1,37,32,34,27,18,55,39,182,30,36
TRINITY_DN18614_c0_g1,64,69,54,40,15,62,20,25,51,62
TRINITY_DN21875_c0_g1,28,20,22,29,16,40,25,48,28,30
TRINITY_DN18627_c0_g1,200,187,111,116,81,224,221,821,141,154
TRINITY_DN14295_c0_g1,24,25,16,12,16,30,22,16,20,24
TRINITY_DN18921_c0_g1,100,169,51,88,48,96,42,93,109,28
TRINITY_DN19434_c0_g1,69,39,43,49,15,73,128,553,92,58
TRINITY_DN18265_c0_g1,98,75,56,93,67,103,132,74,64,74
TRINITY_DN13210_c0_g1,265,219,177,446,186,379,576,381,525,225
TRINITY_DN22904_c3_g1,387,266,183,313,182,443,267,350,268,360
TRINITY_DN14709_c0_g2,241,229,177,300,185,254,366,397,470,249
TRINITY_DN22687_c1_g7,43,47,35,43,16,49,24,14,67,28
TRINITY_DN29629_c0_g1,32,14,19,25,10,23,27,82,50,16
TRINITY_DN19897_c0_g2,70,90,104,70,84,96,156,50,71,46
TRINITY_DN20472_c1_g1,558,1607,691,406,148,550,947,298,1412,284
TRINITY_DN22388_c2_g13,320,574,214,376,143,358,436,184,570,266
TRINITY_DN17306_c0_g2,110,146,74,43,49,116,43,73,53,67
TRINITY_DN18603_c0_g1,61,88,47,50,52,73,56,114,98,37
TRINITY_DN17365_c2_g3,241,377,239,274,140,326,251,177,331,211
TRINITY_DN19346_c0_g1,66,75,64,49,40,72,30,79,51,39
TRINITY_DN12731_c0_g1,502,376,304,636,340,652,504,106,609,400
TRINITY_DN20972_c2_g1,288,144,152,200,133,355,188,59,168,185
TRINITY_DN21040_c0_g1,246.29,212.53,200.86,302,363,259,324,63,198.1,181.58
TRINITY_DN19076_c0_g2,536.95,644.95,441,972,637,673.97,667,322.01,866,546.05
TRINITY_DN23324_c0_g9,200.62,72.83,113.76,156.85,69.87,235.38,233.44,184.97,960.39,132.73
TRINITY_DN22419_c1_g2,77,96,59,58,50,94,62,131,111,50
TRINITY_DN16912_c0_g1,51,62,51,40,30,53,64,99,83,33
TRINITY_DN23614_c7_g1,521,784,609,131,197,603,216,848,1160,119
TRINITY_DN14961_c0_g1,165,202,200,308,151,216,242,162,147,213
TRINITY_DN7831_c0_g1,85,173,66,153,38,79,98,13,75,14
TRINITY_DN14115_c0_g1,73,79,48,57,75,78,68,128,174,75
TRINITY_DN22176_c2_g1,31,27,11,13,13,35,17,22,35,21
TRINITY_DN17195_c0_g1,434,415,374,168,147,495,241,1476,316,183
TRINITY_DN20719_c3_g1,104,58,40,18,26,103,164,664,78,133
TRINITY_DN15828_c1_g1,109,376,152,199,75,133,95,20,306,127
TRINITY_DN18955_c1_g1,82,108,89,61,26,75,65,107,57,88
TRINITY_DN17885_c1_g2,126,239,130,112.07,72.31,143,131,81,233.49,129
TRINITY_DN20971_c0_g3,354,214,358,459,199,387,324,215,409,514
TRINITY_DN21344_c0_g1,67,53,33,38,20,67,67,38,55,46
TRINITY_DN23002_c2_g1,124,90,107,137,85,141,95,42,111,88
TRINITY_DN12352_c0_g3,125,247,75,59,60,142,137,65,444,56
TRINITY_DN15679_c0_g2,376.13,307.84,117.41,226.84,113.69,450.31,132,116.91,392.06,373.89
TRINITY_DN23494_c2_g1,41,50,32,55,31,46,10,13,32,48
TRINITY_DN18092_c0_g3,554,977,437,1027,485,623,643,683,552,440
TRINITY_DN21363_c1_g2,210,178,121,201,114,246,168,493,167,268
TRINITY_DN20966_c0_g1,59,76,33,37,14,55,51,72,60,29
TRINITY_DN20113_c0_g2,289.45,170,153,290.9,144,337,83.64,112,287,236
TRINITY_DN23531_c3_g40,312,246,188,270,307,403,496,558,609,124
TRINITY_DN15620_c0_g1,236,166,88,148,55,212,110,133.69,241,110
TRINITY_DN22087_c2_g6,5290.32,12253.45,2966.19,3892.83,1979.64,5830.52,4220.46,1233.57,8487.71,2306.88
TRINITY_DN22796_c1_g1,156,158,100,92,65,169,105,142,107,87
TRINITY_DN18615_c0_g3,36,38,35,61,26,36,61,17,46,47
TRINITY_DN22868_c7_g7,92,109,24,112,51,102,173,34,86,89
TRINITY_DN13386_c0_g1,93.73,157,63,56,40,109,74,29.34,148,49
TRINITY_DN22396_c6_g1,306,333,240,293,185,316,220,195,282,155
TRINITY_DN17713_c0_g1,162,190,150,107,119,135,44,38,230,97
TRINITY_DN21572_c2_g1,31,34,43,45,20,32,33,10,55,41
TRINITY_DN16267_c0_g5,27,36,33,46,18,25,19,20,36,14
TRINITY_DN23060_c2_g2,231,402,207,313.69,239.86,277,412,48,528.33,475
TRINITY_DN20897_c0_g2,279,432,163,389,123,343,292,68,358,283
TRINITY_DN21299_c0_g3,28,31,21,31,12,25,13,18,27,19
TRINITY_DN20973_c2_g1,110,114,83,106,69,126,113,190,81,129
TRINITY_DN16284_c0_g1,90,142,91,137,105,108,146,78,115,61
TRINITY_DN22785_c0_g4,6472.93,13387.99,4968,2542,4968,6897.95,2446.95,755,7131.89,2825
TRINITY_DN19201_c1_g2,63.87,51.03,38.54,42,36,56.17,27,12.55,39.15,49.55
TRINITY_DN8591_c0_g1,38,29,27,38,16,54,55,211,49,31
TRINITY_DN13216_c0_g1,131,146,71,136,70,140,65,19,144,87
TRINITY_DN9054_c0_g1,269,392,285,441,351,386,588,502,500,312
TRINITY_DN21377_c0_g2,87,95.24,79,71,55,107.44,72,76,94,103.32
TRINITY_DN22008_c2_g2,122,117,58,80,48,140,68,43,52,122
TRINITY_DN11429_c0_g1,65,77,47,79,50,73,112,10,60,116
TRINITY_DN19286_c0_g2,582,586,583,813,843.99,655,632,238,610,376
TRINITY_DN22249_c5_g1,105,141,102,78,84,124,33,99,70,78
TRINITY_DN19129_c2_g12,780,565.96,177,923.97,282,855,392,106,940,1056
TRINITY_DN23028_c0_g1,38,44,28,41,23,55,43,16,19,42
TRINITY_DN23244_c0_g8,707.99,1078.79,295.02,700.88,255,820.54,552.15,337.85,1285.83,439.9
TRINITY_DN15671_c0_g1,53,62,57,69,53,86,74,17,103,79
TRINITY_DN16549_c0_g1,433,523,245,725,109,471,148,250,587,289
TRINITY_DN9913_c0_g1,30,37,38,25,14,46,51,38,28,27
TRINITY_DN20178_c0_g1,28,27,21,20,11,40,25,103,41,32
TRINITY_DN19684_c0_g1,81,97,102,98,97,91,84,58,84,106
TRINITY_DN15280_c0_g1,2497,3203,1811,4501,1728,3132,5095,5856,3711,1871.98
TRINITY_DN15655_c0_g1,250,297.98,220,268,232,267,294,250,435,185.96
TRINITY_DN22794_c1_g2,319.81,453,443,431.29,480,373.27,483.77,2099,745.96,285.45
TRINITY_DN17271_c0_g3,222,273,148,188,153,257,316,153.54,298,175
TRINITY_DN19943_c0_g1,611.17,506,506.9,308.32,298.13,673.17,279.68,371.1,295,276.63
TRINITY_DN14727_c0_g1,37,49,64,71,52,49,73,45,51,21
TRINITY_DN22726_c1_g1,15,25,23,14,17,29,16,76,33,20
TRINITY_DN2836_c0_g1,45.81,71.11,44.07,57.81,21,61.81,57.66,64.18,79.24,31.91
TRINITY_DN21212_c2_g9,134,282,108,142,54,135,142,16,358,143
TRINITY_DN18673_c0_g3,584,584,398,718,355,662,595,704,811,482
TRINITY_DN20856_c0_g1,85,65,87,102,61,96,77,53,82,73
TRINITY_DN23181_c2_g1,35,32,19,31,21,32,45,17,61,48
TRINITY_DN14951_c0_g1,361,158,199,495,345,414,387,85,139,345
TRINITY_DN20070_c0_g1,387,954,200,819,287,365,705,84,477,715
TRINITY_DN17723_c1_g1,1584,1613,1526,1747,1107,1863,1284,468,1779,1896
TRINITY_DN13211_c0_g1,52,42,78,84,39,54,61,22,59,50
TRINITY_DN16614_c0_g1,90,91,108,166.99,64,111,84,56,182,30
TRINITY_DN14581_c0_g1,77,65,67.97,44,28,89,70,23,134.95,50
TRINITY_DN20218_c5_g2,80,129,66,70,70,112,85,16,110,93
TRINITY_DN23522_c2_g2,1413.53,1682.12,509,217,459.02,1688.85,854.96,119,1145.18,918.42
TRINITY_DN23042_c8_g1,37,57,23,33,14,44,34,25,66,45
TRINITY_DN20409_c1_g1,225,248,133,208,114,301,97,80,159,183
TRINITY_DN21193_c0_g1,370,311,186,401,258,499,287,611,250,246
TRINITY_DN19792_c4_g3,66,74,65,37,47,63,73,115,67,43
TRINITY_DN23787_c4_g1,63,67,42,65,41.01,65,82,674,73,78
TRINITY_DN15004_c0_g1,2780,2564,1551,2723,956,3404,3729,2694,2667,1536
TRINITY_DN23557_c2_g18,1987.3,2880.23,1398.69,1682.99,1489.58,2424.46,2953.65,794.72,2123.54,1739.54
TRINITY_DN22424_c10_g2,103,112,94,65,61,115,71,45,29,71
TRINITY_DN15015_c0_g1,73,86,52,65,40,79,83,52,126,44
TRINITY_DN20749_c0_g1,94,92,53,100,36,125,96,25,86,100
TRINITY_DN23767_c11_g20,68.92,101.94,37.97,66.98,36.96,80.98,71.95,73,376.51,109
TRINITY_DN17028_c0_g3,114,172,180,233,145,185,233,414,282,129
TRINITY_DN16154_c0_g1,81,72,37,69,49,106,53,22,66,61
TRINITY_DN15404_c0_g1,302,320,192,299,127,337,192,232,254,201
TRINITY_DN21073_c1_g1,77,109,66,71,77,77,117,124,84,59
TRINITY_DN21534_c2_g10,43,96,25,32,19,48,21,68,52,23
TRINITY_DN16589_c0_g1,70,74,41,59,23,91,62,83,156,72
TRINITY_DN21391_c1_g2,34,57,46,56,23,58,33,40,55,55
TRINITY_DN19367_c0_g3,30,48,29,34,20,37,24,13.54,69,16
TRINITY_DN23794_c42_g14,139,35,45,55,93,160,49.01,32.27,75.99,53.23
TRINITY_DN23664_c1_g22,109.98,81,45.6,43,15,111.12,45,18,25.89,81.09
TRINITY_DN21904_c6_g3,24,12,16,12,11,32,29,13,21,28
TRINITY_DN21121_c0_g1,289,384,465,487,251,323,312,763,278,364
TRINITY_DN20595_c2_g5,33.44,85.31,47.5,37.67,20.32,33.28,24.27,17.42,56.1,22.14
TRINITY_DN21984_c3_g1,61,108,75,90,26,85,86,310,93,90
TRINITY_DN6157_c0_g1,173,174,109,149,79,203,164,151,128,85
TRINITY_DN20573_c0_g1,88,48,38,54,22,81,30,22,52,57
TRINITY_DN13826_c0_g2,574,345,338,715,318,689,393,75,737,454
TRINITY_DN23603_c0_g5,40,52,12,25,14,44,28,52,34,17
TRINITY_DN19489_c3_g1,48,39,29,34,16,58,37,79,51,45
TRINITY_DN23405_c6_g1,33,48,24,70,27,40,27,23,33,39
TRINITY_DN18461_c0_g1,14,24,11,20,10,15,17,92,26,27
TRINITY_DN22096_c0_g5,23,22,19,28,28,46,55,125,82,41
TRINITY_DN20911_c0_g1,40,72,33,28,13,41,43,81,79,31
TRINITY_DN20614_c0_g2,68,81,45,69,49,75,39,16,84,47
TRINITY_DN18432_c0_g1,73,86,39,156,35,125,98,64,113,141
TRINITY_DN17244_c0_g1,88,93,79,113,63,98,70,116,71,76
TRINITY_DN16554_c0_g1,42,64,21,45,72,47,56,22,25,37
TRINITY_DN20907_c1_g4,93,89,13,20,15,111,39,20,57,52
TRINITY_DN16600_c0_g1,272,314,145,312,103,345,226,351,282,395
TRINITY_DN17772_c0_g1,65,100,107,106,52,69,125,71,88,95
TRINITY_DN13949_c0_g2,87,150,110,121,88,101,137,320,161,85
TRINITY_DN14725_c0_g1,28,27,16,16,14,43,47,52,32,30
TRINITY_DN18964_c0_g1,34,51,17,25,10,42,12,13,43,20
TRINITY_DN11162_c0_g2,187.48,161.03,155.53,274.43,152.69,231.74,349.74,476.39,265.98,183.86
TRINITY_DN15189_c0_g1,164,180,260,299,196,210,338,240,398,212
TRINITY_DN12289_c0_g1,47,46,38,69,38,44,63,171,52,43
TRINITY_DN13741_c0_g1,41,16,32,23,22,57,30,15,32,26
TRINITY_DN20830_c0_g1,41,216.91,38,75,24,65,40,87,134.03,59
TRINITY_DN20273_c0_g1,29,39,26,35,19,19,17,46,17,24
TRINITY_DN831_c0_g2,224,268,341,439,226,293,488,2270,310,247
TRINITY_DN11478_c0_g1,106,170,102,171,76,134,93,53,189,128
TRINITY_DN14230_c0_g1,52,32,49,38,26,63,63,60,56,30
TRINITY_DN18434_c0_g1,137,190,212.92,103,103,176,259,133,348,136
TRINITY_DN18315_c0_g2,3895,2174,2236,3290,2200,4682,3244,1268,3221,1599
TRINITY_DN21183_c3_g1,113,136,75,72,41,124,61,38,83,52
TRINITY_DN2975_c0_g1,24,28,13,17,10,26,26,28,16,11
TRINITY_DN22348_c2_g17,234,323,206,284,162,268,371,474,593,230
TRINITY_DN18153_c0_g3,75,85,135,167,67,84,104,13,66,107
TRINITY_DN23133_c4_g7,375,339,322,367,202,453,817,3441,458,293
TRINITY_DN12187_c0_g1,170,199,260,260,152,247,357,381,141,173
TRINITY_DN9840_c1_g1,67,164,92,52,39,81,74,89,225,50
TRINITY_DN22466_c0_g1,77,66,54,58,30,96,53,37,39,56
TRINITY_DN23403_c2_g42,2676.1,6848.38,2353.45,2172.57,3302.94,3273.66,3415.01,1192.68,3387.17,1215.99
TRINITY_DN21404_c1_g1,13687,101,12904,3739,12952,14709,14253,76087,644,8186
TRINITY_DN23177_c0_g18,21,27,26,48,14,17,16,11,50,22
TRINITY_DN23298_c4_g2,566,558,463,479,401,706,522,1086,964,474
TRINITY_DN20985_c1_g1,27,46,33,22,31,41,65,17,53,21
TRINITY_DN18166_c0_g2,36,26,45,51,33,38,53,127,38,32
TRINITY_DN18223_c0_g1,3086,1070,2122,3084,2971,3869,4497,3622,1575,2047
TRINITY_DN22566_c0_g1,47,60,62,55.46,61,61,72,18,45,50
TRINITY_DN22414_c0_g1,125,104,44,73,63,104,112,76,138,97
TRINITY_DN22742_c0_g2,564,679,397,768.16,729,622,954,1368,503,684
TRINITY_DN22499_c3_g1,35,59,41,50,23,33,27,64,59,33
TRINITY_DN22576_c2_g1,265,276,274,401,210,324,259,122,377,243
TRINITY_DN20230_c3_g2,80,73,54,100,38,109,103,243,82,94
TRINITY_DN22008_c2_g1,53,26,28,14,10,38,21,40,25,17
TRINITY_DN19733_c1_g1,209.74,126,108.41,120.61,94.98,261.41,140,176.86,69.76,83
TRINITY_DN10203_c0_g1,6687,4695,6051,6470,3855,7180,5779,4757,7931,3404
TRINITY_DN21580_c0_g1,129,82,85,217,47,131,110,211,79,228
TRINITY_DN11869_c0_g1,183.69,164.51,156.01,178.38,107.24,151.23,79.93,19.47,141.81,125.49
TRINITY_DN23755_c10_g30,53,32,14,16,15,49,55,101,73,19
TRINITY_DN18248_c0_g1,388,540,310,514,172,514,550,906,902,410
TRINITY_DN23118_c2_g2,113,138,161,142,47,134,92,17,66,109
TRINITY_DN14343_c0_g1,150,149,70,238,90,174,238,36,172,259
TRINITY_DN21242_c0_g1,145,153,98,117,77,143,88,36,105,79
TRINITY_DN23663_c0_g1,40,69,27,39,16,32,25,16,26,34
TRINITY_DN22526_c1_g6,8192,4115,1932,4721,2493,10297.26,16247,2783,19012,7188
TRINITY_DN19333_c0_g2,27,31,33,20,19,43,18,10,29,13
TRINITY_DN17951_c0_g1,53,63,28,45,20,56,88,275,151,50
TRINITY_DN22271_c0_g13,1316,1977,805,898,833,1505,946,235,1492,849
TRINITY_DN14480_c0_g1,12,16,21,24,14,23,18,74,19,17
TRINITY_DN23252_c0_g1,26,39,35,42,31,38,99,13,24,38
TRINITY_DN17913_c0_g1,101,185,107,89,42,113,71,100,190,65
TRINITY_DN22953_c2_g1,160,147,126,209,162,179,87,14,86,62
TRINITY_DN11610_c0_g1,69,125,122,101,104,81,199,322,141,97
TRINITY_DN20002_c0_g1,29,37,27,31,15,23,39,255,43,32
TRINITY_DN10774_c0_g2,149,275.75,142.77,138,102,180,84,27.51,116.89,99
TRINITY_DN13227_c0_g1,84,109,80,110,115,124,196,388,129,78
TRINITY_DN19413_c0_g2,37,30.72,50,89.72,47,65,81,162,105,79.94
TRINITY_DN18430_c0_g2,146,454,100,96,129,186,78,56,234,63
TRINITY_DN21552_c3_g1,54.19,201.92,212.25,136.71,53.91,84.39,35.51,21.14,169.91,53.5
TRINITY_DN22767_c0_g1,82,123,48,30,25,103,62,28,103,48
TRINITY_DN10283_c0_g2,202242.26,350211.83,119968.36,152505.5,101626.87,207150.43,140994.23,71621.98,492324.54,116095.33
TRINITY_DN14487_c0_g2,56,72,83,111,49,67,111,54,125,65
TRINITY_DN18326_c0_g1,24,31,24,34,36,34,47,155,29,34
TRINITY_DN17386_c0_g1,260,246,216,222,121,278,220,68,620,217
TRINITY_DN23000_c1_g5,89,150,129,134,81,108,91,123,128,56
TRINITY_DN17116_c0_g1,50,20,25,44,28,39,31,37,32,35
TRINITY_DN18556_c0_g1,29,34,21,41,25,33,31,63,34,39
TRINITY_DN22425_c2_g6,190,307,338,284,227,222,330,68,290,176
TRINITY_DN20180_c1_g1,688,1012,822,918,652,807,1262,2006,1525,748
TRINITY_DN16397_c0_g1,407,488,354,560,331,493,659,719,955,421
TRINITY_DN12045_c0_g1,27,47,41,28,20,40,65,40,52,10
TRINITY_DN17691_c0_g2,1050.93,1286.91,127.18,828.12,358.73,727.16,524.61,205.72,12461.48,3332.78
TRINITY_DN23131_c6_g9,48,51,41,63,41,53,88,183,38,29
TRINITY_DN16255_c0_g2,24,59,22,31,32,33,14,21,110,22
TRINITY_DN13847_c0_g1,20,25,14,28,15,25,53,132,44,34
TRINITY_DN16229_c0_g1,91,110,61,160,50,111,88,34,94,52
TRINITY_DN19565_c2_g2,2116.3,49154.65,4201.44,7665,419,1742.82,1838,251.84,33746,46.56
TRINITY_DN22133_c3_g7,10855.9,23541.37,12925,7103.76,7212.9,12564.9,15825.99,10911,42059.93,11560
TRINITY_DN21422_c0_g1,52,56,27,26,12,58,31,78,44,38
TRINITY_DN12441_c0_g4,343,470,412,383,349,478,233.12,95.56,680,225
TRINITY_DN22971_c0_g1,244,238,154,211,105,274,113,83,178,175
TRINITY_DN9221_c0_g1,28,17,12,25,10,24,38,123,54,16
TRINITY_DN19733_c3_g8,150,154,92,149,77,144,140,120,240,138
TRINITY_DN6259_c0_g1,49,38,28,56,37,57,63,118,54,32
TRINITY_DN21181_c1_g20,71,76,52,105,60,108,148,215,113,56
TRINITY_DN10531_c0_g2,23,25,22.42,15.61,15.64,19.76,29.58,51.76,48.4,12.84
TRINITY_DN9738_c0_g1,40,38,40,50,26,55,37,46,56,38
TRINITY_DN6916_c0_g1,228,179,142,201,199,266,238,211,235,180
TRINITY_DN19106_c0_g1,536,465,739,919,637,656,1139,1399,699,604
TRINITY_DN21398_c0_g66,72,97,46,53,41,78,138,323,141,51
TRINITY_DN15246_c0_g5,96.73,20,123,149,82,131.9,100,99,24.49,100
TRINITY_DN17521_c0_g1,193,193,269,277,162,264,220,68,199,239
TRINITY_DN23202_c3_g6,166,36,56,94,111,147,60,11,24,66
TRINITY_DN22236_c0_g1,275,147,194,390,160,318,288,89,157,366
TRINITY_DN77485_c0_g1,30,21,35,25,19,30,28,24,63,27
TRINITY_DN21917_c2_g5,350,264,336,348,324,414,299,111,234,371
TRINITY_DN17734_c0_g3,4944.67,4147.63,4233.93,4961.77,3100,5552.9,4904.88,2657,7811.94,3145.94
TRINITY_DN21748_c0_g1,85,38,37,164,58,116,122,395,65,152
TRINITY_DN16385_c0_g1,1303,1899,661,905,444,1475,1055,464,3510,961
TRINITY_DN18681_c0_g1,94,99,91,97,80,115,63,61,76,103
TRINITY_DN22712_c0_g1,417,607,288,518,337,538,439,128,625,314
TRINITY_DN18320_c0_g1,680,881,639,1215,822,826,1477,1509,884,478
TRINITY_DN23464_c1_g1,67,50.68,40.7,82,48.18,68.95,67,34,29.52,45
TRINITY_DN10336_c0_g2,38,46,39,31,33,27,39,71,47,42
TRINITY_DN21146_c0_g1,67,54,75.79,36,35,87,42.3,23,56,50
TRINITY_DN16394_c0_g4,24.44,33.02,21,31.52,16.92,29.16,30.8,365.09,32.72,24
TRINITY_DN17769_c0_g1,138,104,158,142,71,166,77,27,93,150
TRINITY_DN23330_c2_g2,27,42,21,43,17,27,29,10,64.7,14
TRINITY_DN7449_c0_g1,30,63,64,79,47,54,77,85,132,46
TRINITY_DN22666_c0_g6,2699,4569,1228,3685,1698,3039,1182,938,3283,2943
TRINITY_DN20253_c0_g1,204,198,130,285,69,279,265,377,252,146
TRINITY_DN21747_c0_g1,259,293,327,247,179,306,198,106,215,191
TRINITY_DN20517_c0_g1,161.35,227,181,191,183,191,198,334,168,193
TRINITY_DN13327_c0_g1,304,453,262,362,188,336,279,94,495,299
TRINITY_DN12818_c0_g1,273,276,320,514,157,335,502,205,447,507
TRINITY_DN23489_c1_g4,76,73,41,85.87,38.59,64,84,22,86,67.91
TRINITY_DN17891_c0_g1,40,68,49,68,42,79,96,119,76,41
TRINITY_DN21165_c4_g6,69,72,81,64,34,78,80,115,51,72
TRINITY_DN14441_c0_g1,36,45,16,22,20,37,31,13,37,30
TRINITY_DN21549_c0_g1,191,240,117,128,147,189,194,123,368,49
TRINITY_DN23109_c3_g2,51.65,63.63,111.85,42.4,59.15,34.77,80.75,18.39,79.58,11.72
TRINITY_DN20827_c0_g1,45,47,21,33,24,53,29,12,39,39
TRINITY_DN15918_c0_g2,164,182,139,217,229,205,323,391,411,151
TRINITY_DN14852_c0_g1,135,150,108,166,94,198,148,75,137,123
TRINITY_DN21522_c0_g2,8203,2349,8677,8595,7038,10079,7551,3414,1936,4674
TRINITY_DN19120_c0_g1,48,63,42,63,18,45,29,36,36,48
TRINITY_DN14883_c0_g1,315,887,222,166,155,359,291,421,815,207
TRINITY_DN22308_c7_g1,60,32,92,46,55,73,60,20,43,37
TRINITY_DN23250_c1_g2,123,45,88,73,147,167,33,198,55,33
TRINITY_DN22456_c4_g5,67,121,66.99,23,25,94.23,109,77.06,154,60.47
TRINITY_DN16448_c0_g3,109,134,98,128,88,120,116,21,144,91
TRINITY_DN21751_c0_g15,258.19,283.33,108.31,113.32,61.68,287.87,527.2,179,1313.66,176.99
TRINITY_DN210_c0_g2,16,31.24,28,35.1,17,18.21,28.38,26.16,35.47,22
TRINITY_DN21197_c1_g6,82,136,116,158,110,118,198,80,190,126
TRINITY_DN23315_c5_g2,60,45,37,35,14,61,26,14,27,44
TRINITY_DN22597_c1_g1,50,40,39,26,21,77,24,82,38,27
TRINITY_DN23632_c0_g2,290,391,197,303,204,368,292,99,230,342
TRINITY_DN15243_c0_g1,2646,2445,2974,3064,2294,3238,3531,1330,4326,1471
TRINITY_DN8519_c0_g2,399.99,558.95,440,669,466,509,571.97,1884.99,828.99,504.99
TRINITY_DN13061_c0_g1,35,27,45,20,18,45,27,330,21,30
TRINITY_DN17475_c0_g1,83,88,41,63,45,75,45,31,56,81
TRINITY_DN22273_c4_g1,69,34,56,48,24,64,46,356,45,50
TRINITY_DN13866_c0_g1,1932,1602,1854,1768,1098,1840,1401,574,3675,969
TRINITY_DN13418_c0_g1,46,44,40,30,13,64,42,178,55,56
TRINITY_DN12642_c0_g1,85,202.49,121.83,104,33,77.58,90,25,90,88
TRINITY_DN20618_c0_g1,201,198,110,164,102,240,189,80,317,165
